Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Calories
paleo,"Chicken Sausage, Mashed Potatoes, and Baby Broccoli recipes",american,63.18,146.69,32.84,1135.04
paleo,Oven-Baked Parmesan Green Bean Fries,italian,67.07,37.59,43.58,810.8599999999999
paleo,Paleo Spaghetti,italian,113.5,84.51,32.34,1083.1
paleo,Chocolate Drizzled Pumpkin Donuts,american,22.76,128.52,30.38,878.54
paleo,Chinese Beef and Broccoli recipes,chinese,120.87,99.95,62.06,1441.82
paleo,Pumpkin Pie Chia Seed Pudding recipes,british,5.44,33.63,7.98,228.10000000000002
paleo,Paleo Spaghetti,italian,91.7,90.28,103.95,1663.4700000000003
paleo,Easy Primal Mini Tortilla Pizzas recipes,italian,56.6,119.61,63.87,1279.67
paleo,Sweet Potato Salad,south american,11.35,83.85,73.27,1040.23
paleo,Paleo Potatoes,italian,9.41,66.8,1.0,313.84
paleo,Paleo Coleslaw,mediterranean,1.67,7.27,13.2,154.56
paleo,Paleo Grits,american,51.81,70.43,65.92,1082.24
paleo,Grilled Vegetables with Lemon Thyme Butter recipes,american,4.51,15.99,147.84,1412.56
paleo,Paleo Spaghetti,italian,101.28,128.97,96.98,1793.8200000000002
paleo,Garlic Butter Rainbow Trout in Foil,american,91.25,3.47,53.62,861.46
paleo,Paleo Jello,mediterranean,13.93,33.12,0.96,196.83999999999997
paleo,I Can't Believe It's Not Processed! Caramel Fondant recipes,mediterranean,36.25,169.58,127.08,1967.04
paleo,Sweet and Spicy Asian-Style Eggplant recipes,south east asian,28.05,135.94,33.77,959.8900000000001
paleo,What Mom Never Told You About Ambrosia Salad recipes,american,21.27,131.23,47.57,1038.13
paleo,Tropical Chicken Burger,american,130.68,53.89,75.11,1414.27
paleo,Paleo Tzatziki,mediterranean,2.82,17.07,0.57,84.69
paleo,Paleo Wraps,american,11.53,43.67,9.96,310.44000000000005
paleo,Paleo Hash,french,113.32,65.91,136.92,1949.1999999999998
paleo,Carolina BBQ Meatballs (Low Carb & Glu,american,92.06,28.05,117.08,1534.16
paleo,Paleo Gingersnaps,british,58.26,120.44,143.2,2003.6
paleo,Paleo Hummus,mediterranean,21.58,35.21,66.94,829.62
paleo,"Aunt Rocky’s Keto Hot Cocoa Mix (Sugar Free, Dairy Free, Low Carb)",american,37.91,165.84,34.48,1125.32
paleo,paleo pastelon,italian,127.96,257.63,103.37,2472.69
paleo,Paleo Spaghetti,italian,113.5,84.51,32.34,1083.1
paleo,Paleo Crumble,eastern europe,42.08,149.03,122.62,1868.02
paleo,Delectable Spinach Zucchini Bites for an Easy Party Snack recipes,italian,38.14,65.53,18.64,582.44
paleo,Paleo Chili,american,95.78,97.82,97.17,1648.9299999999998
paleo,Paleo Pita,mediterranean,5.69,101.64,31.13,709.49
paleo,Paleo Pesto,italian,17.38,19.31,139.44,1401.72
paleo,Paleo Stew,american,114.49,53.93,116.2,1719.48
paleo,paleo meatballs,american,85.79,12.51,115.51,1432.7900000000002
paleo,Dinner: Chicken Avocado Burgers,nordic,92.88,31.09,92.32,1326.7599999999998
paleo,Paleo Shakshouka,american,63.65,201.73,36.63,1391.19
paleo,Pan-Roasted Cashew Broccoli recipes,british,35.44,69.35,30.46,693.3
paleo,"5-Ingredient Roasted Tomato Soup (Low Carb, Gluten-free) recipes",eastern europe,7.68,30.35,36.87,483.95
paleo,Mini Hasselback Potatoes with Roasted Garlic,american,47.23,272.38,38.35,1623.5900000000001
paleo,Paleo Ketchup,italian,15.8,181.21,4.77,830.97
paleo,Hearty Chicken Salad recipes,american,144.26,16.24,127.63,1790.67
paleo,Paleo Dressing,american,22.74,68.54,127.93,1516.4900000000002
paleo,Paleo Salsa,mexican,15.03,79.9,3.0,406.72
paleo,Paleo Spaghetti,italian,98.63,65.37,65.28,1243.52
paleo,Citrus Basil Mojito Pops,caribbean,2.65,44.27,0.75,194.43
paleo,"Creamy Balsamic Salad Dressing - Easy, Creamy and Real recipes",mediterranean,0.1,2.12,44.59,410.19000000000005
paleo,Garlic Mashed Sweet Potatoes With Spinach recipes,american,25.05,200.19,30.7,1177.26
paleo,Fruit Salsa,mexican,7.67,124.25,2.88,553.5999999999999
paleo,Thai Red Curry,south east asian,110.25,128.45,106.7,1915.1
paleo,Low Carb Cauliflower Potato Salad recipes,american,26.18,74.5,62.8,967.92
paleo,Golden Paleo Muffins – Gluten-Free/Paleo/Vegetarian,american,32.46,254.97,51.28,1611.24
paleo,Whole30 Tuna Salad,american,29.18,38.85,17.77,432.05
paleo,Low Carb Cauliflower Potato Salad,american,34.18,36.49,119.11,1354.67
paleo,Creamy Balsamic Dressing Recipe,italian,2.05,14.4,130.22,1237.78
paleo,Beef Stir-fry with Snow Peas and Mushrooms recipes,chinese,117.89,113.86,57.65,1445.85
paleo,Sweet Potato Tater Tots,american,16.02,205.34,117.83,1945.91
paleo,Paleo Middle Eastern Meatballs (Paleo Kibbeh) recipes,middle eastern,102.17,18.57,49.56,929.0
paleo,"Low Carb Nut Free English Muffins (Grain Free, Gluten Free)",british,33.89,22.3,121.33,1316.73
paleo,Beef Stir-fry with Snow Peas and Mushrooms,british,12.1,45.68,1.06,240.66
paleo,Raw Vegan Collard Wraps,american,22.88,56.46,107.24,1282.52
paleo,Chicken Avocado Burgers recipes,nordic,93.27,33.54,92.44,1339.2
paleo,Creamy Whole30 Avocado Tuna Boats,mediterranean,41.82,57.75,94.29,1246.8899999999999
paleo,Barbecue Chicken Pizza-ii,italian,91.36,208.4,50.82,1656.42
paleo,The Paleo Pasty,eastern europe,99.39,192.8,125.8,2300.96
paleo,Green Goddess Turkey Burgers recipes,american,138.81,4.66,98.06,1456.42
paleo,Shoyu Ahi Poke recipes,japanese,111.82,11.58,6.85,555.25
paleo,Dairy-free Chunky Ice Cream,american,18.19,175.0,123.11,1880.75
paleo,Dark & Stormy Date Caramels,french,34.02,119.1,137.32,1848.36
paleo,Keto Fried Fish,south east asian,110.93,20.28,53.53,1006.61
paleo,Paleo Salmon Cakes,nordic,110.13,12.03,50.63,944.31
paleo,Ground Beef Skillet with Pesto and Greens (Low-FODMAP),british,89.94,10.84,58.45,929.1700000000001
paleo,Sweet and Spicy Asian-style Eggplant,south east asian,28.24,153.01,34.26,1033.34
paleo,Chocolate Ice Cream - That's Dairy AND (Added) Sugar Free,american,17.09,98.33,27.65,710.53
paleo,Paleo Pizza Crust,italian,34.22,27.58,82.33,988.1700000000001
paleo,Paleo Graham Crackers,american,37.62,65.86,83.96,1169.56
paleo,Pecan and Apple Stuffed Acorn Squash recipes,american,14.02,89.14,100.92,1320.92
paleo,Paleo Stir Fry,american,24.43,22.43,8.06,259.98
paleo,Paleo Lemon Tarts,french,38.77,126.1,64.78,1242.5
paleo,Chocolate Chia Seed Pudding,british,13.65,68.33,92.25,1158.17
paleo,Paleo Lunch “Buns,italian,5.04,227.0,1.45,941.2099999999999
paleo,Roasted Garlic Mashed Potatoes recipes,american,25.2,63.62,10.39,448.78999999999996
paleo,Healthy Coconut Meringue Parfait recipes,french,63.04,161.99,13.34,1020.1800000000001
paleo,Keto Waldorf Salad,american,6.74,27.28,63.62,708.66
paleo,Grilled Asian Style Wild Alaskan Black Cod recipes,japanese,44.95,39.22,6.89,398.69
paleo,Paleo Zucchini Spaghetti,italian,4.74,12.19,14.75,200.47
paleo,Chicken Jicama Slaw,mexican,112.36,32.53,118.16,1643.0
paleo,Paleo Acorn Squash,french,3.57,68.92,11.95,397.51
paleo,Paleo Coffee Creamer,french,19.37,14.12,98.57,1021.0899999999999
paleo,Paleo Flour Tortillas (AIP-friendly!) ~ The Paleo Mom,mexican,0.0,150.22,81.0,1329.88
paleo,"Low Carb Red Cabbage, Mint, and Granny Smi",american,9.8,75.41,56.01,844.93
paleo,Sweet Potato Tater Tots,american,16.02,205.34,102.76,1810.2800000000002
paleo,Mediterranean Eggs Paleo,mediterranean,12.24,9.38,23.7,299.78
paleo,Paleo Banana Bread,american,54.23,233.84,97.63,2030.9499999999998
paleo,Paleo Coconut Crepes,french,14.04,9.69,2.72,119.39999999999999
paleo,Easy Paleo Meatballs,french,78.6,2.96,90.8,1143.4399999999998
paleo,Paleo Apple Tart,french,9.15,249.27,59.68,1570.8000000000002
paleo,PALEO HASH BROWNS,south american,4.65,114.17,36.32,802.1600000000001
paleo,Roasted Beet and Micro Kale Egg White Frittata,italian,38.18,20.35,40.72,600.6
paleo,Chipotle Pulled Pork Stuffed Potatoes with Creamy Coleslaw recipes,american,32.47,235.85,91.26,1894.62
paleo,Paleo Hamburger Buns,american,14.22,74.17,20.04,533.92
paleo,Paleo Roasted Asparagus,nordic,9.98,17.6,13.32,230.2
paleo,Paleo Pesto recipes,italian,12.89,18.24,146.76,1445.36
paleo,Paleo Meat Loaf,american,97.33,60.44,97.57,1509.2099999999998
paleo,Paleo Vanilla Custard,italian,27.29,65.95,103.42,1303.74
paleo,Mango Banana Vanilla Cream Pops,american,11.09,71.03,97.12,1202.56
paleo,Paleo Roti recipes,south east asian,16.54,72.39,70.77,992.65
paleo,"Instant Pot Paleo Pumpkin Chili {Whole30, Paleo}",american,92.49,93.22,123.26,1852.18
paleo,Strawberry Grapefruit Salad recipes,american,7.83,63.3,29.81,552.81
paleo,Paleo Custard Bake,mediterranean,40.09,48.85,114.16,1383.2
paleo,Paleo Chicken Stew,american,131.55,66.3,25.08,1017.1200000000001
paleo,Paleo Eggplant Hummus,mediterranean,9.79,47.87,9.76,318.48
paleo,Paleo Margaritas recipes,world,0.16,14.07,0.02,57.1
paleo,Paleo Caramel Frappuccino,mediterranean,4.83,10.41,8.02,133.14
paleo,Mango Salsa (Paleo),mexican,13.16,144.64,32.84,926.76
paleo,Paleo Butterfingers recipes,french,4.35,247.32,139.99,2266.59
paleo,Paleo Shamrock Shake,american,7.82,43.51,58.32,730.2
paleo,Summer Squash Noodles with Skinny Garlic Butter recipes,asian,9.62,19.66,26.36,354.36
paleo,Summer Squash Tomato Bake,american,22.49,72.05,38.26,722.5
paleo,Paleo Zuppa Toscana,italian,57.87,253.19,103.32,2174.12
paleo,"Paleo ""Parmesan"" Cheese",italian,39.27,40.29,71.93,965.6100000000001
paleo,Healthy Fettuccine Alfredo recipes,italian,14.78,65.85,29.75,590.27
paleo,Paleo Tortilla Chips,american,17.17,67.44,76.21,1024.33
paleo,Paleo Cheese recipes,french,66.76,64.6,63.44,1096.4
paleo,Perfect Paleo Burger,american,7.33,47.38,55.47,718.07
paleo,Killer Paleo Horseradish,american,2.83,27.14,1.66,134.82
paleo,Paleo Peppermint Macaroons,french,11.77,64.05,54.94,797.74
paleo,Sesame Orange Vinaigrette,chinese,5.61,46.24,58.25,731.65
paleo,Paleo Chicken Marsala,italian,149.53,27.82,148.35,2044.5499999999997
paleo,Paleo Chocolate Pudding,british,11.97,127.01,58.87,1085.75
paleo,Paleo Gnocchi recipes,italian,6.22,102.72,3.7,469.06
paleo,Tropical Paleo Popsicles,american,7.29,80.99,2.69,377.33
paleo,"Paleo Steak Marinade (Paleo, GF + Sugar Free) recipes",american,2.9,27.16,27.62,368.82
paleo,Paleo Kale Salmon,nordic,6.58,10.28,63.92,642.72
paleo,Paleo Sandwich Thins,american,31.76,91.98,24.72,717.44
paleo,Paleo Waldorf Salad,american,3.37,64.06,91.21,1090.6100000000001
paleo,Apricot Bites Paleo,french,6.74,59.88,50.54,721.34
paleo,Paleo Spinach Crepes,italian,32.03,90.8,30.21,763.21
paleo,PALEO CREPES recipes,french,31.86,22.28,34.51,527.15
paleo,Moroccan Spice Blend,middle eastern,1.03,6.36,1.02,38.74
paleo,Paleo Pumpkin Butter,american,2.84,55.05,9.82,319.94
paleo,Paleo Tempura Asparagus,japanese,40.84,30.73,146.81,1607.57
paleo,Easy Chicken Marsala,italian,107.08,36.05,48.9,1012.6199999999999
paleo,Easy Paleo Ketchup,italian,7.52,47.99,0.81,229.33
paleo,Paleo Hummus recipes,mediterranean,28.06,49.03,93.44,1149.3200000000002
paleo,Paleo Pumpkin Gnocchi,mediterranean,28.38,154.13,79.81,1448.33
paleo,Paleo Cauli Couscous,middle eastern,21.26,71.22,24.81,593.21
paleo,Hawaiian Barbecue-Style Chicken Salad recipes,american,84.54,210.42,89.07,1981.4699999999998
paleo,"Roasted Acorn Squash With Dates, Pumpkin Seeds And Goat Cheese",mediterranean,26.37,221.01,51.73,1455.09
paleo,Easy Paleo Falafel,mediterranean,21.62,32.57,64.66,798.6999999999999
paleo,"Roasted Italian Sausages with Potatoes, Peppers, and Onions recipes",italian,46.3,138.96,31.67,1026.07
paleo,Green Sorbet (Paleo),mediterranean,7.16,119.64,1.93,524.5699999999999
paleo,Paleo Carrot Souffle,american,32.67,119.89,137.81,1850.53
paleo,Paleo Chocolate Pudding,british,30.5,91.77,123.75,1602.83
paleo,Paleo Chicken Tenders,american,85.12,81.13,103.53,1596.77
paleo,Paleo Mini Quiche,french,88.06,14.19,45.71,820.39
paleo,Apple Cider Poppyseed Salad recipes,mediterranean,22.75,175.37,133.44,1993.44
paleo,'PALEO' Pizza Base,italian,28.69,131.07,105.15,1585.3899999999999
paleo,Paleo Fettuccine Alfredo,italian,36.18,46.25,21.54,523.58
paleo,Paleo Mushroom Soup,french,11.95,28.45,2.59,184.91
paleo,Paleo Thanksgiving Stuffing,american,27.7,119.89,77.25,1285.6100000000001
paleo,Paleo Sausage Meatballs,eastern europe,73.38,51.45,142.07,1777.9499999999998
paleo,Paleo Crepes recipes,french,27.22,68.05,50.0,831.0799999999999
paleo,Paleo Greek 'Rice',mediterranean,13.09,44.48,56.22,736.26
paleo,Paleo Flatbread Recipe,american,31.91,120.79,25.97,844.5300000000001
paleo,Paleo Chex recipes,american,26.86,101.27,108.62,1490.1
paleo,Paleo Breakfast Sandwich,american,20.23,14.22,49.8,586.0
paleo,Paleo Toffee & A Review of Paleo Indulgences Cookbook recipes,british,24.4,231.54,88.47,1819.99
paleo,Paleo pizza crust,italian,11.43,121.83,117.55,1590.99
paleo,Paleo Mini Quiche,french,74.29,24.48,77.75,1094.83
paleo,Paleo Hungarian Goulash,central europe,105.01,36.89,38.16,911.04
paleo,Paleo Curry Meatballs,indian,16.42,34.1,89.05,1003.53
paleo,Paleo Spinach Latkes,french,44.1,215.12,100.34,1939.94
paleo,Paleo Pesto Recipe,italian,20.91,19.71,119.3,1236.18
paleo,Paleo Cod Burgers,nordic,92.92,30.26,8.57,569.85
paleo,Paleo Carrot Soup,american,26.79,115.76,119.4,1644.8000000000002
paleo,Paleo Zucchini Hummus,mediterranean,25.15,43.41,79.87,993.07
paleo,Homemade Paleo Ketchup,italian,10.13,56.96,1.49,281.77000000000004
paleo,Paleo Cassava Tortillas,mediterranean,0.06,75.16,27.0,543.88
paleo,Glazed Paleo Éclairs,american,11.94,115.46,16.76,660.4399999999999
paleo,Paleo Tortillas recipes,mediterranean,36.75,41.01,34.25,619.29
paleo,Slow Cooker Stewed Rosemary Garlic Chicken,american,134.21,25.83,144.46,1940.3000000000002
paleo,Rice with Mushroom and Asparagus,french,23.57,101.25,25.44,728.24
paleo,Paleo Dirty Rice,french,26.68,80.75,35.37,748.05
paleo,Paleo Ranch Seasoning,american,4.29,20.24,0.82,105.49999999999999
paleo,Paleo Sangria recipes,world,2.87,110.03,0.69,457.81
paleo,Paleo Fried Rice,chinese,17.07,23.74,36.07,487.87
paleo,Paleo Lemon Curd,french,24.82,161.28,132.63,1938.0700000000002
paleo,Easy Make Ahead Paleo Gravy {paleo + vegan option},american,6.16,23.93,33.74,424.02000000000004
paleo,Paleo cauliflower puree,mediterranean,14.68,49.71,47.87,688.39
paleo,Paleo Hummus recipes,mediterranean,11.66,20.89,24.94,354.65999999999997
paleo,paleo banana bread,american,35.68,134.46,62.16,1240.0
paleo,Jamerican Paleo Burger,nordic,98.81,32.99,64.72,1109.68
paleo,Paleo PIzza Crust,italian,44.0,86.7,84.35,1281.9499999999998
paleo,Paleo Zucchini Burger,american,25.16,49.41,20.0,478.28
paleo,Low Carb Broiled Asian Chicken Thighs recipes,chinese,149.89,13.87,49.44,1100.0
paleo,Clafoutis Paleo Gf,french,62.38,171.71,143.8,2230.56
paleo,Whole30 Potato Salad recipes,mediterranean,10.4,86.61,60.05,928.49
paleo,Paleo Greek Chicken,mediterranean,103.21,8.28,120.13,1527.13
paleo,Paleo Crepes recipes,french,28.52,83.51,66.12,1043.2
paleo,Spicy Avocado Shrimp Tower recipes,south american,7.46,24.73,87.84,919.32
paleo,Barilla Turkey Sausage Meatball Hero Subs + Giveaway,american,149.37,161.26,67.43,1849.39
paleo,Paleo Eggplant Meatballs,eastern europe,34.86,81.96,71.02,1106.46
paleo,Paleo Chicken Strips,american,120.01,13.19,115.84,1575.3600000000001
paleo,Paleo Chicken Tenders,american,79.75,175.06,81.41,1751.9299999999998
paleo,Paleo Pita Chips,french,55.69,45.56,112.34,1416.06
paleo,Paleo White Christmas,mediterranean,34.52,80.74,102.14,1380.3
paleo,Paleo Taco Bowl,mexican,21.47,11.82,26.3,369.86
paleo,Crockpot Drumsticks | Paleo,american,125.17,37.02,62.51,1211.35
paleo,Blueberry Cobbler {Paleo},american,34.41,144.65,130.08,1886.96
paleo,Yummy Paleo Flatbread,american,7.16,5.48,11.53,154.32999999999998
paleo,Paleo Pizza Crust,italian,56.89,154.26,135.9,2067.7
paleo,Paleo guacamole recipe,mexican,4.98,22.1,29.73,375.89
paleo,Pumpkin Dutch Baby,central europe,51.94,78.05,132.72,1714.44
paleo,Paleo Peach Crisp,american,39.58,126.88,97.83,1546.31
paleo,Paleo chicken Marsala,italian,81.21,14.37,100.85,1289.97
paleo,Paleo Coleslaw recipes,mediterranean,8.05,49.05,89.95,1037.95
paleo,Paleo Braised Cabbage,french,21.85,113.36,69.95,1170.39
paleo,Paleo Cauliflower Tabouli,middle eastern,9.04,30.15,28.7,415.06
paleo,Paleo Carrot Cake,american,28.87,176.52,124.04,1937.92
paleo,Paleo Chicken Tacos,mexican,88.54,25.39,90.34,1268.7800000000002
paleo,Paleo Whole30 Meatballs,italian,49.65,25.33,31.86,586.66
paleo,Grilled Cilantro Lime Chicken recipes,mediterranean,137.17,20.55,43.28,1020.4
paleo,"5-Min Microwave Paleo Chocolate Cake Recipe [Paleo, GF]",american,14.34,43.94,44.76,635.96
paleo,Paleo Cabbage Hash,french,94.84,47.81,54.27,1059.03
paleo,Paleo Zucchini Hummus,mediterranean,13.47,25.56,47.07,579.75
paleo,Paleo Venison Burgers,french,108.33,30.05,39.3,907.22
paleo,Paleo Chocolate Pudding,british,19.89,122.56,101.95,1487.35
paleo,Paleo Orange Chicken,french,110.54,52.28,39.95,1010.8299999999999
paleo,Paleo Hamburger Soup,nordic,140.81,255.09,63.29,2153.21
paleo,Tasty Paleo Borscht,nordic,15.58,86.02,25.4,635.0
paleo,Gluten-Free Buckwheat Blinis with All the Fixings,eastern europe,38.05,140.05,129.25,1875.65
paleo,Paleo Coffee Creamer,french,10.48,183.87,47.85,1208.05
paleo,Paleo Cantaloupe Custard,french,18.09,77.28,73.54,1043.3400000000001
paleo,Paleo Bunny Bites,american,39.14,114.78,142.85,1901.33
paleo,Paleo Fettuccine Alfredo,italian,69.5,237.82,25.43,1458.15
paleo,Paleo Pie Crust,american,49.41,83.14,129.24,1693.3600000000001
paleo,Paleo Paella recipes,mediterranean,114.28,67.22,23.74,939.66
paleo,Paleo Chicken Piccata,italian,114.48,38.79,146.83,1934.5500000000002
paleo,Paleo Pizza Quiches,italian,68.7,16.57,86.7,1121.38
paleo,Paleo Meatballs recipes,french,94.91,9.62,62.19,977.83
paleo,Gluten Free Caramelized Onion Gravy,eastern europe,2.91,52.72,54.94,716.98
paleo,Paleo Mushroom Risotto,italian,27.18,92.53,59.88,1017.7600000000001
paleo,Paleo Skillet Frittata,italian,95.19,51.98,103.55,1520.6299999999999
paleo,Paleo Cashews Fudge,french,50.26,225.6,141.56,2377.48
paleo,Paleo Gingersnaps recipes,british,43.14,289.83,136.28,2558.3999999999996
paleo,Paleo pepperoni pizza,italian,66.53,212.2,71.37,1757.25
paleo,Paleo-ish Sangria,world,7.08,110.19,1.18,479.7
paleo,Paleo Strawberry Crumble,british,14.7,154.05,64.63,1256.67
paleo,Paleo Lemon Bars,american,33.65,272.71,143.06,2512.9799999999996
paleo,Paleo Banana Loaf,british,65.05,169.97,121.5,2033.58
paleo,Beef Curry (Paleo),south east asian,112.87,76.07,111.59,1760.0700000000002
paleo,Salmon With Lemon And Ginger Marinade recipes,nordic,95.45,20.67,88.85,1264.13
paleo,Paleo Shrimp Scampi,chinese,94.63,21.46,12.7,578.66
paleo,Paleo/Keto Pizza,italian,78.8,24.95,119.75,1492.75
paleo,Paleo Steak Diane,american,63.68,8.04,82.25,1027.13
paleo,Chicken Creole,american,83.36,39.13,45.01,895.05
paleo,Paleo Lemon Cake,italian,14.61,187.9,38.98,1160.86
paleo,Paleo Shrimp Scampi,chinese,94.64,21.55,12.71,579.15
paleo,Strawberry Paleo Galette,french,5.97,13.82,5.75,130.91
paleo,Val's Paleo Ketchup,italian,10.16,83.67,1.52,389.0
paleo,Deviled Eggs with Garlic and Parsley | Healthy Natural,french,40.66,7.92,76.44,882.28
paleo,Paleo Zucchini Fritters,south east asian,18.02,39.43,10.15,321.15000000000003
paleo,"Paleo Shrimp Linguini (Gluten Free, Grain Free, Paleo)",italian,43.06,33.92,55.64,808.6800000000001
paleo,Paleo Salmon Croquette,nordic,41.97,40.54,51.19,790.75
paleo,Gluten-Free Buckwheat Blinis with All the Fixings recipes,eastern europe,38.05,140.05,129.25,1875.65
paleo,Paleo Pizza Crust,italian,53.81,81.55,122.71,1645.83
paleo,Paleo Antipasto Salad,italian,24.91,44.96,95.18,1136.1000000000001
paleo,{Paleo} Broccoli Salad,american,23.77,43.62,96.87,1141.39
paleo,Gluten Free Easy Herbed Chicken and Biscui,french,78.65,58.36,94.28,1396.56
paleo,Paleo Watercress Soup,french,43.8,86.63,107.0,1484.72
paleo,Harvest Stuffed Sweet Potatoes,american,12.23,186.71,24.24,1013.92
paleo,Paleo Seafood Chili,american,111.9,73.58,24.01,958.0100000000001
paleo,Paleo Empanadas recipes,south american,100.52,258.19,107.18,2399.46
paleo,Blueberry Almond Chicken Salad,american,99.12,36.69,135.75,1764.99
paleo,Paleo Lettuce Wraps,american,108.99,45.41,90.71,1433.9899999999998
